intagncy_agency,intagncy_name,intagncy_year,intagncy_month,intagncy_day,intagncy_lon,intagncy_lat,intagncy_area_ha,intagncy_forest_area_ha,MTBS_name,MTBS_year,MTBS_month,MTBS_day,MTBS_lon,MTBS_lat,MTBS_area_ha,MTBS_forest_area_ha,MTBS_filename,final_year,final_month,final_day,final_lon,final_lat,final_area_ha,final_forest_area_ha
"FS","UNKNOWN",1989,6,15,-108.3717,32.035,4856.23,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,15,-108.3717,32.035,4856.23,0
"BLM","PIERSON",1989,6,16,-109.2173,37.75,121.41,117.23,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,16,-109.2173,37.75,121.41,117.23
"BLM","MCDOWL",1989,6,16,-103.8005,33.8834,518,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,16,-103.8005,33.8834,518,0
"BLM","MCNALLEY",1989,6,16,-105.1839,33.7501,259,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,16,-105.1839,33.7501,259,0
"BLM","CABALLO",1989,6,16,-107.1172,33.1834,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,16,-107.1172,33.1834,121.41,0
"BLM","BOILER",1989,6,17,-109.2507,40.6333,117.36,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,17,-109.2507,40.6333,117.36,0
"CalFire","SLU 1531",1989,6,18,-120.4031,35.3281,271.24,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,18,-120.4031,35.3281,271.24,0
"BLM","I80MM189",1989,6,19,-117.5676,40.9999,214.48,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,19,-117.5676,40.9999,214.48,0
"BLM","DOUGLAS CK",1989,6,19,-108.6673,39.75,174.02,173.9,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,19,-108.6673,39.75,174.02,173.9
"BLM","KNISELY",1989,6,19,-107.6673,33.5834,221.77,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,19,-107.6673,33.5834,221.77,0
"FS","UNKNOWN",1989,6,19,-107.6917,33.575,809.37,5.87,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,19,-107.6917,33.575,809.37,5.87
"BLM","DIAMOND",1989,6,19,-104.9005,33.4168,485.62,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,19,-104.9005,33.4168,485.62,0
"CalFire","ORIFLAME",1989,6,19,-116.4975,33.0161,126.03,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,19,-116.4975,33.0161,126.03,0
"CalFire","JOSHUA",1989,6,20,-116.3596,34.0979,214.71,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,20,-116.3596,34.0979,214.71,0
"BLM","MCNALLEY 2",1989,6,20,-105.1839,33.7168,404.69,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,20,-105.1839,33.7168,404.69,0
"BLM","COLLINS",1989,6,20,-105.4172,32.5668,121.41,3.11,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,20,-105.4172,32.5668,121.41,3.11
"CalFire","ROWELS",1989,6,21,-122.0107,39.9046,191.43,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,21,-122.0107,39.9046,191.43,0
"FS","UNKNOWN",1989,6,21,-104.9383,32.485,112.91,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,21,-104.9383,32.485,112.91,0
"BLM","DRY PEAK",1989,6,21,-105.2172,32.3501,101.17,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,21,-105.2172,32.3501,101.17,0
"CalFire","PG & E #2",1989,6,22,-121.7844,37.1965,236.26,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,22,-121.7844,37.1965,236.26,0
"NPS","RED BUTTE",1989,6,22,-112.2507,35.8333,1295,513.57,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,22,-112.2507,35.8333,1295,513.57
"FS","MAHOGANY",1989,6,27,-114.0972,42.0492,101.17,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,27,-114.0972,42.0492,101.17,0
"BLM","ROCK",1989,6,28,-113.2341,33.8667,129.5,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,28,-113.2341,33.8667,129.5,0
"BLM","BORDER",1989,6,28,-105.0172,33.4168,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,28,-105.0172,33.4168,121.41,0
"CalFire","PROCTOR #7",1989,6,28,-116.9253,32.6582,196.63,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,28,-116.9253,32.6582,196.63,0
"FS","UNKNOWN",1989,6,29,-105.5833,40.7,147.31,116.99,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,29,-105.5833,40.7,147.31,116.99
"BLM","CORCORAN",1989,6,29,-108.534,39.3,283.28,260.57,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,29,-108.534,39.3,283.28,260.57
"CalFire","CHAMISE",1989,6,29,-118.8872,36.5311,111.83,90.6,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,29,-118.8872,36.5311,111.83,90.6
"BLM","THREEMILE2",1989,6,30,-109.1507,39.7833,202.34,114.26,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,30,-109.1507,39.7833,202.34,114.26
"BIA","FORT",1989,6,30,-114.6012,37.5001,238.76,47.32,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,30,-114.6012,37.5001,238.76,47.32
"BLM","ISLAND",1989,6,30,-114.5008,32.9,161.87,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,6,30,-114.5008,32.9,161.87,0
"BIA","BLACK MESA",1989,7,1,-109.2507,36.4833,121.41,41.04,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,1,-109.2507,36.4833,121.41,41.04
"FS","UNKNOWN",1989,7,2,-117.25,34.175,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,2,-117.25,34.175,121.41,0
"BLM","BIGHORN",1989,7,3,-120.5012,46.8998,104,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,3,-120.5012,46.8998,104,0
"BLM","ELEPHANT",1989,7,3,-120.3345,46.5332,266.69,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,3,-120.3345,46.5332,266.69,0
"FWS","HOGHOUSE",1989,7,3,-118.8833,42.9167,222.58,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,3,-118.8833,42.9167,222.58,0
"BLM","CHERRY",1989,7,3,-118.601,41.7999,327.8,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,3,-118.601,41.7999,327.8,0
"BIA","WILCOX",1989,7,4,-114.5551,47.3922,146.9,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,4,-114.5551,47.3922,146.9,0
"BIA","OMAK LAKE",1989,7,5,-119.4195,48.2882,115.34,43.56,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,5,-119.4195,48.2882,115.34,43.56
"FS","UNKNOWN",1989,7,5,-112.35,38.1667,121.41,119.29,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,5,-112.35,38.1667,121.41,119.29
"BLM","ST AST 1",1989,7,6,-112.2508,41.8999,202.34,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,6,-112.2508,41.8999,202.34,0
"BIA","INDIAN",1989,7,6,-109.1673,35.1,141.19,81.28,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,6,-109.1673,35.1,141.19,81.28
"BIA","UNKNOWN",1989,7,6,-110.3673,34.2167,249.29,220.01,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,6,-110.3673,34.2167,249.29,220.01
"BLM","LITTLE CAN",1989,7,7,-119.9178,44.3665,129.5,129.41,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-119.9178,44.3665,129.5,129.41
"FS","UNKNOWN",1989,7,7,-118.9,44.3583,129.5,129.41,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-118.9,44.3583,129.5,129.41
"BLM","DEER FLAT",1989,7,7,-116.7015,43.4811,113.31,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-116.7015,43.4811,113.31,0
"BLM","GRAND",1989,7,7,-107.934,39.8833,155.8,81.99,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-107.934,39.8833,155.8,81.99
"CalFire","CANAL",1989,7,7,-121.4272,39.4948,240.94,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-121.4272,39.4948,240.94,0
"FS","UNKNOWN",1989,7,7,-111.05,34.3383,121.41,121.33,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-111.05,34.3383,121.41,121.33
"FS","BATTLE",1989,7,7,-111.8333,34.2833,303.51,271.49,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-111.8333,34.2833,303.51,271.49
"FS","UNKNOWN",1989,7,7,-110.9833,33.8667,121.41,121.33,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1989,7,7,-110.9833,33.8667,121.41,121.33
